name;state_name;country_name;latitude;longitude;citied_by;cover_date
Cambridge;Ohio;United States;40.03118;-81.58846;18;2023-09-22
Cambridge;Wisconsin;United States;43.00361;-89.0165;18;2023-09-22
Toulouse;Occitanie;France;43.60426;1.44367;2;2023-09-20
Paris;Île-de-France;France;48.8534;2.3486;16;2023-09-20
Santa Clara;California;United States;37.35411;-121.95524;68;2023-09-20
Santa Clara;New Mexico;United States;32.77952;-108.15032;68;2023-09-20
Santa Clara;Puerto Rico;United States;18.21861111;-66.12888889;68;2023-09-20
Santa Clara;Utah;United States;37.13304;-113.65413;68;2023-09-20
Brussels;Brussels-Capital Region;Belgium;50.85045;4.34878;23;2023-09-20
Monastir;Monastir Governorate;Tunisia;35.77799;10.82617;1;2023-09-19
Kuala Lumpur;Kuala Lumpur;Malaysia;3.1412;101.68653;0;2023-09-18
Berkeley;California;United States;37.87159;-122.27275;1;2023-09-16
Berkeley;Illinois;United States;41.88892;-87.9034;1;2023-09-16
Berkeley;Missouri;United States;38.7545;-90.33123;1;2023-09-16
Nanjing;Taiwan;China;32.06167;118.77778;1;2023-09-15
Cambridge;Illinois;United States;41.30365;-90.1929;1;2023-09-15
Cambridge;Maryland;United States;38.56317;-76.07883;1;2023-09-15
Cambridge;Massachusetts;United States;42.3751;-71.10561;1;2023-09-15
Cambridge;Minnesota;United States;45.57274;-93.22439;1;2023-09-15
Cambridge;Nebraska;United States;40.28195;-100.16569;1;2023-09-15
Cambridge;New York;United States;43.02813;-73.38122;1;2023-09-15
Cambridge;Ohio;United States;40.03118;-81.58846;1;2023-09-15
Cambridge;Wisconsin;United States;43.00361;-89.0165;1;2023-09-15
Nanjing;Taiwan;China;32.06167;118.77778;12;2023-09-15
Uppsala;Uppsala County;Sweden;59.85882;17.63889;4;2023-09-15
Austin;Arkansas;United States;34.99842;-91.98376;21;2023-09-15
Austin;Indiana;United States;38.75839;-85.80803;21;2023-09-15
Austin;Minnesota;United States;43.66663;-92.97464;21;2023-09-15
Austin;Texas;United States;30.26715;-97.74306;21;2023-09-15
Nanjing;Taiwan;China;32.06167;118.77778;12;2023-09-15
Suzhou;Anhui;China;33.63611;116.97889;14;2023-09-15
Suzhou;Taiwan;China;31.30408;120.59538;14;2023-09-15
Chicago;Illinois;United States;41.85003;-87.65005;10;2023-09-15
Beijing;Beijing;China;39.9075;116.39723;7;2023-09-15
Baoding;Hebei;China;38.85111;115.49028;34;2023-09-15
Guangzhou;Guangdong;China;23.11667;113.25;10;2023-09-15
College Station;Texas;United States;30.62798;-96.33441;15;2023-09-15
Cambridge;Illinois;United States;41.30365;-90.1929;3;2023-09-14
Cambridge;Maryland;United States;38.56317;-76.07883;3;2023-09-14
Cambridge;Massachusetts;United States;42.3751;-71.10561;3;2023-09-14
Cambridge;Minnesota;United States;45.57274;-93.22439;3;2023-09-14
Cambridge;Nebraska;United States;40.28195;-100.16569;3;2023-09-14
Cambridge;New York;United States;43.02813;-73.38122;3;2023-09-14
Cambridge;Ohio;United States;40.03118;-81.58846;3;2023-09-14
Cambridge;Wisconsin;United States;43.00361;-89.0165;3;2023-09-14
Kilifi;Kilifi;Kenya;-3.63045;39.84992;7;2023-09-12
Berkeley;California;United States;37.87159;-122.27275;3;2023-09-10
Berkeley;Illinois;United States;41.88892;-87.9034;3;2023-09-10
Berkeley;Missouri;United States;38.7545;-90.33123;3;2023-09-10
Pullman;Washington;United States;46.73127;-117.17962;4;2023-09-09
Madison;Alabama;United States;34.69926;-86.74833;3;2023-09-09
Madison;Connecticut;United States;41.27954;-72.59843;3;2023-09-09
Madison;Florida;United States;30.46938;-83.41293;3;2023-09-09
Madison;Georgia;United States;33.59568;-83.46794;3;2023-09-09
Madison;Illinois;United States;38.68255;-90.15705;3;2023-09-09
Madison;Indiana;United States;38.73589;-85.37996;3;2023-09-09
Madison;Maine;United States;44.79756;-69.87978;3;2023-09-09
Madison;Minnesota;United States;45.00968;-96.19588;3;2023-09-09
Madison;Mississippi;United States;32.46181;-90.11536;3;2023-09-09
Madison;Nebraska;United States;41.82834;-97.45505;3;2023-09-09
Madison;New Hampshire;United States;43.89924;-71.1484;3;2023-09-09
Madison;New Jersey;United States;40.75982;-74.4171;3;2023-09-09
Madison;North Carolina;United States;36.38542;-79.95949;3;2023-09-09
Madison;Ohio;United States;41.77116;-81.04982;3;2023-09-09
Madison;South Dakota;United States;44.00608;-97.11395;3;2023-09-09
Madison;Virginia;United States;38.38041;-78.2575;3;2023-09-09
Madison;West Virginia;United States;38.06705;-81.81929;3;2023-09-09
Madison;Wisconsin;United States;43.07305;-89.40123;3;2023-09-09
Naples;Campania;Italy;40.85216;14.26811;1;2023-09-08
Santa Clara;California;United States;37.35411;-121.95524;2;2023-09-08
Santa Clara;New Mexico;United States;32.77952;-108.15032;2;2023-09-08
Santa Clara;Puerto Rico;United States;18.21861111;-66.12888889;2;2023-09-08
Santa Clara;Utah;United States;37.13304;-113.65413;2;2023-09-08
San Francisco;California;United States;37.77493;-122.41942;5;2023-09-08
Sonipat;Haryana;India;29.0;76.91667;4;2023-09-05
Malang;Jawa Timur;Indonesia;-7.9797;112.6304;0;2023-09-01
Ahvaz;Khuzestan Province;Iran;31.31901;48.6842;0;2023-09-01
Yazd;Yazd Province;Iran;31.89722;54.3675;1;2023-09-01
Riobamba;Chimborazo;Ecuador;-1.67098;-78.64712;0;2023-09-01
McLean;Virginia;United States;38.93428;-77.17748;11;2023-09-01
Espoo;Uusimaa;Finland;60.2052;24.6522;10;2023-09-01
Manila;Metro Manila;Philippines;14.6042;120.9822;0;2023-09-01
Tempe;Arizona;United States;33.41477;-111.90931;2;2023-09-01
Algiers;Algiers;Algeria;36.73225;3.08746;0;2023-09-01
Kongsberg;Buskerud;Norway;59.66516;9.64653;24;2023-09-01
Kolkata;West Bengal;India;22.54111111;88.33777778;0;2023-09-01
Madrid;Madrid;Spain;40.4165;-3.70256;2;2023-09-01
Beijing;Beijing;China;39.9075;116.39723;5;2023-09-01
Bengaluru;Karnataka;India;12.97194;77.59369;0;2023-09-01
Bangkok;Bangkok;Thailand;13.75398;100.50144;1;2023-09-01
Suzhou;Anhui;China;33.63611;116.97889;0;2023-09-01
Suzhou;Taiwan;China;31.30408;120.59538;0;2023-09-01
Yogyakarta;DI Yogyakarta;Indonesia;-7.80139;110.36472;3;2023-09-01
Jouy-en-Josas;Île-de-France;France;48.75909;2.16966;5;2023-09-01
Melbourne;Victoria;Australia;-37.814;144.96332;0;2023-09-01
Montpellier;Occitanie;France;43.61092;3.87723;5;2023-09-01
Ithaca;Michigan;United States;43.2917;-84.6075;4;2023-09-01
Ithaca;New York;United States;42.44063;-76.49661;4;2023-09-01
Beijing;Beijing;China;39.9075;116.39723;1;2023-09-01
Zhenjiang;Taiwan;China;32.21086;119.45508;0;2023-09-01
Riyadh;Riyadh;Saudi Arabia;24.68773;46.72185;16;2023-09-01
Washington, D.C.;District of Columbia;United States;38.89511;-77.03637;1;2023-09-01
Pune;Maharashtra;India;18.51957;73.85535;4;2023-09-01
Madrid;Madrid;Spain;40.4165;-3.70256;0;2023-09-01
Nakhon Ratchasima;Nakhon Ratchasima;Thailand;14.97066;102.10196;1;2023-09-01
Rio de Janeiro;Rio de Janeiro;Brazil;-22.92008;-43.33069;2;2023-09-01
Bethesda;Maryland;United States;38.98067;-77.10026;1;2023-09-01
Bethesda;Ohio;United States;40.01618;-81.0726;1;2023-09-01
Dhaka;Dhaka District;Bangladesh;23.81093;90.36542;2;2023-09-01
Munich;Bavaria;Germany;48.13743;11.57549;4;2023-09-01
Fortaleza;Ceará;Brazil;-3.71722;-38.54306;7;2023-09-01
Tokyo;Tokyo;Japan;35.6895;139.69171;0;2023-09-01
Bangkok;Bangkok;Thailand;13.75398;100.50144;35;2023-09-01
Chengdu;Sichuan;China;30.66667;104.06667;4;2023-09-01
Dalian;Liaoning;China;38.91222;121.60222;2;2023-09-01
Melbourne;Victoria;Australia;-37.814;144.96332;13;2023-09-01
Kollam;Kerala;India;8.88113;76.58469;14;2023-09-01
Nakhon Ratchasima;Nakhon Ratchasima;Thailand;14.97066;102.10196;3;2023-09-01
Daejeon;Daejeon;South Korea;36.34913;127.38493;0;2023-09-01
Galle;Southern Province;Sri Lanka;6.0461;80.2103;11;2023-09-01
Shanghai;Shanghai;China;31.22222;121.45806;3;2023-09-01
College Park;Georgia;United States;33.65344;-84.44937;0;2023-09-01
College Park;Maryland;United States;38.98067;-76.93692;0;2023-09-01
Tamale;Northern;Ghana;9.40079;-0.8393;6;2023-09-01
Guangzhou;Guangdong;China;23.11667;113.25;20;2023-09-01
Wuhan;Hubei;China;30.58333;114.26667;2;2023-09-01
Konstanz;Baden-Württemberg;Germany;47.66033;9.17582;0;2023-09-01
Rajkot;Gujarat;India;22.33333;70.83333;3;2023-09-01
Fairfax;California;United States;37.98715;-122.58887;1;2023-09-01
Fairfax;Iowa;United States;41.91945;-91.78101;1;2023-09-01
Fairfax;Minnesota;United States;44.52913;-94.72082;1;2023-09-01
Fairfax;Ohio;United States;39.14534;-84.39327;1;2023-09-01
Fairfax;Oklahoma;United States;36.57366;-96.7042;1;2023-09-01
Fairfax;South Carolina;United States;32.95905;-81.2365;1;2023-09-01
Fairfax;Virginia;United States;38.84622;-77.30637;1;2023-09-01
Mbabane;Hhohho District;Swaziland;-26.31667;31.13333;17;2023-09-01
Changsha;Guizhou;China;28.68778;105.98972;1;2023-09-01
Changsha;Hunan;China;28.19874;112.97087;1;2023-09-01
Athens;Attica Region;Greece;37.98376;23.72784;3;2023-09-01
Bangkok;Bangkok;Thailand;13.75398;100.50144;7;2023-09-01
Lisbon;Guarda;Portugal;38.71666667;-9.16666667;6;2023-09-01
Lisbon;Lisbon;Portugal;38.72635;-9.14843;6;2023-09-01
Lanzhou;Gansu;China;36.05701;103.83987;4;2023-09-01
Nanjing;Taiwan;China;32.06167;118.77778;6;2023-09-01
Boa Vista;Paraíba;Brazil;-7.26995;-36.15741;2;2023-09-01
Boa Vista;Roraima;Brazil;2.82;-60.67194444;2;2023-09-01
Providence;Kentucky;United States;38.57451;-85.22107;3;2023-09-01
Providence;Rhode Island;United States;41.82399;-71.41283;3;2023-09-01
Providence;Texas;United States;33.2334;-96.96158;3;2023-09-01
Providence;Utah;United States;41.70632;-111.81717;3;2023-09-01
Chiang Mai;Chiang Mai;Thailand;18.79038;98.98468;17;2023-09-01
Tehran;Tehran Province;Iran;35.69439;51.42151;2;2023-09-01
Helsinki;Uusimaa;Finland;60.16952;24.93545;7;2023-09-01
Amman;Amman Governorate;Jordan;31.95522;35.94503;11;2023-09-01
Canberra;Australian Capital Territory;Australia;-35.28346;149.12807;5;2023-09-01
Tehran;Tehran Province;Iran;35.69439;51.42151;8;2023-09-01
Lincoln;England;United Kingdom;53.22683;-0.53792;111;2023-09-01
Berlin;Berlin;Germany;52.52437;13.41053;6;2023-09-01
Brussels;Brussels-Capital Region;Belgium;50.85045;4.34878;15;2023-09-01
Recife;Pernambuco;Brazil;-8.05389;-34.88111;5;2023-09-01
Murray;Kentucky;United States;36.61033;-88.31476;2;2023-09-01
Murray;Utah;United States;40.66689;-111.88799;2;2023-09-01
Brisbane;Queensland;Australia;-27.46794;153.02809;16;2023-09-01
Amherst;Massachusetts;United States;42.36723;-72.51852;14;2023-09-01
Amherst;New York;United States;42.97839;-78.79976;14;2023-09-01
Amherst;Ohio;United States;41.39782;-82.22238;14;2023-09-01
Amherst;Virginia;United States;37.58514;-79.05141;14;2023-09-01
Amherst;Wisconsin;United States;44.45081;-89.28484;14;2023-09-01
Gaya;Bihar;India;24.79686;85.00385;16;2023-09-01
Oxford;England;United Kingdom;51.75222;-1.25596;4;2023-09-01
El Paso;Illinois;United States;40.7392;-89.01646;4;2023-09-01
El Paso;Texas;United States;31.75872;-106.48693;4;2023-09-01
Fairfax;California;United States;37.98715;-122.58887;3;2023-09-01
Fairfax;Iowa;United States;41.91945;-91.78101;3;2023-09-01
Fairfax;Minnesota;United States;44.52913;-94.72082;3;2023-09-01
Fairfax;Ohio;United States;39.14534;-84.39327;3;2023-09-01
Fairfax;Oklahoma;United States;36.57366;-96.7042;3;2023-09-01
Fairfax;South Carolina;United States;32.95905;-81.2365;3;2023-09-01
Fairfax;Virginia;United States;38.84622;-77.30637;3;2023-09-01
Tuscaloosa;Alabama;United States;33.20984;-87.56917;2;2023-09-01
Austin;Arkansas;United States;34.99842;-91.98376;2;2023-09-01
Austin;Indiana;United States;38.75839;-85.80803;2;2023-09-01
Austin;Minnesota;United States;43.66663;-92.97464;2;2023-09-01
Austin;Texas;United States;30.26715;-97.74306;2;2023-09-01
Hangzhou;Zhejiang;China;30.29365;120.16142;50;2023-09-01
London;England;United Kingdom;51.50853;-0.12574;7;2023-09-01
Xiamen;Fujian;China;24.47979;118.08187;5;2023-09-01
Boston;Georgia;United States;30.79186;-83.78989;16;2023-09-01
Boston;Massachusetts;United States;42.35843;-71.05977;16;2023-09-01
Boston;New York;United States;42.62895;-78.73753;16;2023-09-01
Delft;South Holland;Netherlands;52.00667;4.35556;1;2023-09-01
Leioa;Basque Country;Spain;43.32686;-2.98884;0;2023-09-01
St. Louis;Missouri;United States;38.62727;-90.19789;6;2023-09-01
Tokyo;Tokyo;Japan;35.6895;139.69171;2;2023-09-01
Brisbane;Queensland;Australia;-27.46794;153.02809;13;2023-09-01
Hobart;Tasmania;Australia;-42.87936;147.32941;15;2023-09-01
Chongqing;Chongqing;China;29.56278;106.55278;2;2023-09-01
Durham;England;United Kingdom;54.77676;-1.57566;7;2023-09-01
Shenyang;Liaoning;China;41.79222;123.43278;3;2023-09-01
Lisbon;Guarda;Portugal;38.71666667;-9.16666667;1;2023-09-01
Lisbon;Lisbon;Portugal;38.72635;-9.14843;1;2023-09-01
Beijing;Beijing;China;39.9075;116.39723;5;2023-09-01
Rome;Lazio;Italy;41.89193;12.51133;6;2023-09-01
Karlsruhe;Baden-Württemberg;Germany;49.00937;8.40444;3;2023-09-01
Cairo;Cairo;Egypt;30.06263;31.24967;4;2023-09-01
Berlin;Berlin;Germany;52.52437;13.41053;11;2023-09-01
Jinan;Shandong;China;36.66833;116.99722;11;2023-09-01
St. Louis;Missouri;United States;38.62727;-90.19789;15;2023-09-01
Madrid;Madrid;Spain;40.4165;-3.70256;19;2023-09-01
Wuhan;Hubei;China;30.58333;114.26667;13;2023-09-01
Yantai;Shandong;China;37.47649;121.44081;12;2023-09-01
Hyderabad;Telangana;India;17.38405;78.45636;3;2023-09-01
Tucson;Arizona;United States;32.22174;-110.92648;0;2023-09-01
Oxford;England;United Kingdom;51.75222;-1.25596;5;2023-09-01
Auckland;Auckland Region;New Zealand;-36.84853;174.76349;4;2023-09-01
Zhoushan;Zhejiang;China;29.98869;122.20488;6;2023-09-01
Kanazawa;Ishikawa Prefecture;Japan;36.6;136.61667;14;2023-09-01
Chengdu;Sichuan;China;30.66667;104.06667;2;2023-09-01
Nanjing;Taiwan;China;32.06167;118.77778;1;2023-09-01
Jinan;Shandong;China;36.66833;116.99722;13;2023-09-01
Beijing;Beijing;China;39.9075;116.39723;4;2023-09-01
Madrid;Madrid;Spain;40.4165;-3.70256;1;2023-09-01
Shenzhen;Guangdong;China;22.55653;113.9859;19;2023-09-01
Qingdao;Shandong;China;36.06488;120.38042;17;2023-09-01
Dongguan;Guangdong;China;23.01797;113.74866;20;2023-09-01
Guildford;England;United Kingdom;51.23536;-0.57427;4;2023-09-01
Mumbai;Maharashtra;India;19.07283;72.88261;5;2023-09-01
Viterbo;Lazio;Italy;42.41937;12.1056;9;2023-09-01
Portland;Connecticut;United States;41.57288;-72.64065;5;2023-09-01
Portland;Indiana;United States;40.43449;-84.97775;5;2023-09-01
Portland;Maine;United States;43.65737;-70.2589;5;2023-09-01
Portland;Michigan;United States;42.8692;-84.90305;5;2023-09-01
Portland;New York;United States;42.37978;-79.46755;5;2023-09-01
Portland;Oregon;United States;45.52345;-122.67621;5;2023-09-01
Portland;Tennessee;United States;36.58171;-86.51638;5;2023-09-01
Portland;Texas;United States;27.87725;-97.32388;5;2023-09-01
Portland;Wisconsin;United States;43.76886;-90.85819;5;2023-09-01
Rolla;Missouri;United States;37.95143;-91.77127;18;2023-09-01
Rolla;North Dakota;United States;48.85778;-99.61792;18;2023-09-01
Edmonton;Alberta;Canada;53.55014;-113.46871;12;2023-09-01
Beijing;Beijing;China;39.9075;116.39723;23;2023-09-01
Chengdu;Sichuan;China;30.66667;104.06667;12;2023-09-01
Columbia;California;United States;38.03631;-120.40131;3;2023-09-01
Columbia;Illinois;United States;38.44366;-90.20122;3;2023-09-01
Columbia;Kentucky;United States;37.10284;-85.30635;3;2023-09-01
Columbia;Louisiana;United States;32.10516;-92.07791;3;2023-09-01
Columbia;Maryland;United States;39.24038;-76.83942;3;2023-09-01
Columbia;Mississippi;United States;31.25184;-89.83758;3;2023-09-01
Columbia;Missouri;United States;38.95171;-92.33407;3;2023-09-01
Columbia;North Carolina;United States;35.91766;-76.25215;3;2023-09-01
Columbia;Pennsylvania;United States;40.03371;-76.50441;3;2023-09-01
Columbia;South Carolina;United States;34.00071;-81.03481;3;2023-09-01
Columbia;Tennessee;United States;35.61507;-87.03528;3;2023-09-01
Sale;Kénitra;Morocco;34.0531;-6.79846;3;2023-09-01
Jinan;Shandong;China;36.66833;116.99722;0;2023-09-01
Pisa;Tuscany;Italy;43.70853;10.4036;6;2023-09-01
Clemson;South Carolina;United States;34.68344;-82.83737;5;2023-09-01
Bloomington;California;United States;34.07029;-117.39588;7;2023-09-01
Bloomington;Illinois;United States;40.4842;-88.99369;7;2023-09-01
Bloomington;Indiana;United States;39.16533;-86.52639;7;2023-09-01
Bloomington;Minnesota;United States;44.8408;-93.29828;7;2023-09-01
Bloomington;Texas;United States;28.64777;-96.89249;7;2023-09-01
Maastricht;Limburg;Netherlands;50.84833;5.68889;6;2023-09-01
Nanjing;Taiwan;China;32.06167;118.77778;46;2023-09-01
Guangzhou;Guangdong;China;23.11667;113.25;18;2023-09-01
Pune;Maharashtra;India;18.51957;73.85535;3;2023-08-31
Erbil;Erbil Governorate;Iraq;36.18333;44.01193;0;2023-08-30
Manila;Metro Manila;Philippines;14.6042;120.9822;1;2023-08-29
Hangzhou;Zhejiang;China;30.29365;120.16142;3;2023-08-28
Santa Cruz;California;United States;36.97412;-122.0308;8;2023-08-25
Chicago;Illinois;United States;41.85003;-87.65005;50;2023-08-22
Rabat;Kénitra;Morocco;34.01325;-6.83255;1;2023-08-18
Poitiers;Nouvelle-Aquitaine;France;46.58333;0.33333;1;2023-08-17
Beijing;Beijing;China;39.9075;116.39723;8;2023-08-16
Dalian;Liaoning;China;38.91222;121.60222;4;2023-08-15
Nanjing;Taiwan;China;32.06167;118.77778;45;2023-08-15
Shanghai;Shanghai;China;31.22222;121.45806;27;2023-08-15
Mountain View;Arkansas;United States;35.86841;-92.11765;2;2023-08-11
Mountain View;California;United States;37.38605;-122.08385;2;2023-08-11
Mountain View;Hawaii;United States;19.55583;-155.10806;2;2023-08-11
Mountain View;Missouri;United States;36.99533;-91.70376;2;2023-08-11
Mountain View;North Carolina;United States;35.68319;-81.36898;2;2023-08-11
Mountain View;Wyoming;United States;41.26884;-110.33988;2;2023-08-11
Shenzhen;Guangdong;China;22.55653;113.9859;0;2023-08-10
Sonipat;Haryana;India;29.0;76.91667;24;2023-08-10
Austin;Arkansas;United States;34.99842;-91.98376;2;2023-08-09
Austin;Indiana;United States;38.75839;-85.80803;2;2023-08-09
Austin;Minnesota;United States;43.66663;-92.97464;2;2023-08-09
Austin;Texas;United States;30.26715;-97.74306;2;2023-08-09
Tempe;Arizona;United States;33.41477;-111.90931;0;2023-08-08
Delft;South Holland;Netherlands;52.00667;4.35556;11;2023-08-08
Stanford;California;United States;37.42411;-122.16608;11;2023-08-08
Stanford;Kentucky;United States;37.53119;-84.66189;11;2023-08-08
Stanford;Montana;United States;47.15358;-110.21826;11;2023-08-08
Stanford;California;United States;37.42411;-122.16608;5;2023-08-08
Stanford;Kentucky;United States;37.53119;-84.66189;5;2023-08-08
Stanford;Montana;United States;47.15358;-110.21826;5;2023-08-08
Canberra;Australian Capital Territory;Australia;-35.28346;149.12807;5;2023-08-08
Shanghai;Shanghai;China;31.22222;121.45806;0;2023-08-07
Daytona Beach;Florida;United States;29.21081;-81.02283;9;2023-08-06
Nicosia;Nicosia District (Lefkoşa);Cyprus;35.17531;33.3642;1;2023-08-04
Hoboken;New Jersey;United States;40.74399;-74.03236;10;2023-08-04
Storrs;Connecticut;United States;41.80843;-72.24952;2;2023-08-04
Beijing;Beijing;China;39.9075;116.39723;5;2023-08-04
Gwalior;Madhya Pradesh;India;26.22983;78.17337;1;2023-08-03
Norwich;England;United Kingdom;52.62783;1.29834;6;2023-08-03
Kropyvnytskyi;Kirovohrad Oblast;Ukraine;48.5132;32.2597;0;2023-08-02
Bern;Bern;Switzerland;46.94809;7.44744;3;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;9;2023-08-01
Lisbon;Guarda;Portugal;38.71666667;-9.16666667;5;2023-08-01
Lisbon;Lisbon;Portugal;38.72635;-9.14843;5;2023-08-01
Seoul;Seoul;South Korea;37.566;126.9784;3;2023-08-01
Athens;Attica Region;Greece;37.98376;23.72784;4;2023-08-01
Shiyan;Hubei;China;32.6475;110.77806;7;2023-08-01
Carbajosa de la Sagrada;Léon;Spain;40.93305;-5.65026;13;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;0;2023-08-01
Campinas;Santa Catarina;Brazil;-27.59444;-48.60694;2;2023-08-01
Campinas;São Paulo;Brazil;-22.90556;-47.06083;2;2023-08-01
Fargo;North Dakota;United States;46.87719;-96.7898;4;2023-08-01
Illizi;Illizi;Algeria;26.48333;8.46667;1;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;7;2023-08-01
Chongqing;Chongqing;China;29.56278;106.55278;8;2023-08-01
Badajoz;Extremadura;Spain;38.87789;-6.97061;2;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;4;2023-08-01
Hamilton;Ontario;Canada;43.25011;-79.84963;0;2023-08-01
Kuala Lumpur;Kuala Lumpur;Malaysia;3.1412;101.68653;1;2023-08-01
Barranquilla;Atlántico;Colombia;10.96854;-74.78132;2;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;4;2023-08-01
Jonesboro;Arkansas;United States;35.8423;-90.70428;1;2023-08-01
Jonesboro;Georgia;United States;33.5215;-84.35381;1;2023-08-01
Jonesboro;Illinois;United States;37.45172;-89.26814;1;2023-08-01
Jonesboro;Indiana;United States;40.47976;-85.62775;1;2023-08-01
Jonesboro;Louisiana;United States;32.24127;-92.71599;1;2023-08-01
Jeddah;Al Bahah;Saudi Arabia;21.54277778;39.17277778;7;2023-08-01
Jeddah;Makkah;Saudi Arabia;21.54238;39.19797;7;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;3;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;7;2023-08-01
Aalborg;North Denmark Region;Denmark;57.048;9.9187;4;2023-08-01
Wuhan;Hubei;China;30.58333;114.26667;1;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;12;2023-08-01
Petaling Jaya;Selangor;Malaysia;3.10726;101.60671;49;2023-08-01
San Diego;California;United States;32.71571;-117.16472;1;2023-08-01
San Diego;Texas;United States;27.76391;-98.2389;1;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;1;2023-08-01
College Station;Texas;United States;30.62798;-96.33441;5;2023-08-01
Tehran;Tehran Province;Iran;35.69439;51.42151;13;2023-08-01
Portland;Connecticut;United States;41.57288;-72.64065;0;2023-08-01
Portland;Indiana;United States;40.43449;-84.97775;0;2023-08-01
Portland;Maine;United States;43.65737;-70.2589;0;2023-08-01
Portland;Michigan;United States;42.8692;-84.90305;0;2023-08-01
Portland;New York;United States;42.37978;-79.46755;0;2023-08-01
Portland;Oregon;United States;45.52345;-122.67621;0;2023-08-01
Portland;Tennessee;United States;36.58171;-86.51638;0;2023-08-01
Portland;Texas;United States;27.87725;-97.32388;0;2023-08-01
Portland;Wisconsin;United States;43.76886;-90.85819;0;2023-08-01
Melbourne;Victoria;Australia;-37.814;144.96332;5;2023-08-01
Eindhoven;North Brabant;Netherlands;51.44083;5.47778;17;2023-08-01
Hyderabad;Telangana;India;17.38405;78.45636;8;2023-08-01
Seoul;Seoul;South Korea;37.566;126.9784;22;2023-08-01
Gainesville;Florida;United States;29.65163;-82.32483;7;2023-08-01
Gainesville;Georgia;United States;34.29788;-83.82407;7;2023-08-01
Gainesville;Missouri;United States;36.60312;-92.42822;7;2023-08-01
Gainesville;Texas;United States;33.62594;-97.13335;7;2023-08-01
Gainesville;Virginia;United States;38.79567;-77.61388;7;2023-08-01
San Diego;California;United States;32.71571;-117.16472;12;2023-08-01
San Diego;Texas;United States;27.76391;-98.2389;12;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;27;2023-08-01
Nanjing;Taiwan;China;32.06167;118.77778;14;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;21;2023-08-01
Mumbai;Maharashtra;India;19.07283;72.88261;7;2023-08-01
Fargo;North Dakota;United States;46.87719;-96.7898;49;2023-08-01
Gainesville;Florida;United States;29.65163;-82.32483;2;2023-08-01
Gainesville;Georgia;United States;34.29788;-83.82407;2;2023-08-01
Gainesville;Missouri;United States;36.60312;-92.42822;2;2023-08-01
Gainesville;Texas;United States;33.62594;-97.13335;2;2023-08-01
Gainesville;Virginia;United States;38.79567;-77.61388;2;2023-08-01
Baoding;Hebei;China;38.85111;115.49028;15;2023-08-01
Kaduna;Kaduna;Nigeria;10.52641;7.43879;1;2023-08-01
Pretoria;Gauteng;South Africa;-25.74486;28.18783;18;2023-08-01
Shanghai;Shanghai;China;31.22222;121.45806;2;2023-08-01
Espoo;Uusimaa;Finland;60.2052;24.6522;22;2023-08-01
Shanghai;Shanghai;China;31.22222;121.45806;28;2023-08-01
Nijmegen;Gelderland;Netherlands;51.8425;5.85278;9;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;7;2023-08-01
Beijing;Beijing;China;39.9075;116.39723;8;2023-08-01
Melbourne;Victoria;Australia;-37.814;144.96332;3;2023-08-01
Dresden;Saxony;Germany;51.05089;13.73832;4;2023-08-01
Bremen;Bremen;Germany;53.07516;8.80777;5;2023-08-01
Las Palmas de Gran Canaria;Canary Islands;Spain;28.09973;-15.41343;1;2023-08-01
Bari;Apulia;Italy;40.93333;16.66667;2;2023-08-01
Chengdu;Sichuan;China;30.66667;104.06667;12;2023-08-01
Nanjing;Taiwan;China;32.06167;118.77778;26;2023-08-01
Bologna;Emilia-Romagna;Italy;44.46667;11.43333;2;2023-08-01
Palaiseau;Île-de-France;France;48.71828;2.2498;11;2023-08-01
Dammam;Eastern Province;Saudi Arabia;26.43442;50.10326;13;2023-08-01
Seoul;Seoul;South Korea;37.566;126.9784;13;2023-08-01
La Jolla;California;United States;32.84727;-117.2742;2;2023-08-01
Belo Horizonte;Minas Gerais;Brazil;-19.92083;-43.93778;18;2023-08-01
Milan;Lombardy;Italy;45.46427;9.18951;3;2023-08-01
Roorkee;Uttarakhand;India;29.86632;77.89118;33;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;0;2023-08-01
Rome;Lazio;Italy;41.89193;12.51133;5;2023-08-01
Colchester;England;United Kingdom;51.88921;0.90421;6;2023-08-01
Kaohsiung;Kaohsiung;Taiwan;22.61626;120.31333;63;2023-08-01
Hangzhou;Zhejiang;China;30.29365;120.16142;2;2023-08-01
Nanjing;Taiwan;China;32.06167;118.77778;16;2023-08-01
Erzurum;Erzurum;Turkey;39.90861;41.27694;5;2023-08-01
Dammam;Eastern Province;Saudi Arabia;26.43442;50.10326;4;2023-08-01
