state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2;year;month;total_paper_num;total_cited_num;paper_num_density;citation_density;academic_index;crdi_index
oklahoma;ok;unitedstates;Spears School of Business at Oklahoma State University;69;2020-01-01;unitedstatesofamerica;180637.19053422907;2020;1;5;256;0.41307800460486094;21.14959383576888;42.666666666666664;21.409779502346804
colorado;co;unitedstates;College of Engineering and Applied Science;86;2020-01-01;unitedstatesofamerica;269201.86023144564;2020;1;6;150;0.47987636459095295;11.996909114773825;21.428571428571427;11.301785635978737
pennsylvania;pa;unitedstates;College of Engineering;30;2020-01-01;unitedstatesofamerica;119356.63855666919;2020;1;27;704;2.3096901638171246;60.22303241952799;25.142857142857142;29.22519324206742
southcarolina;sc;unitedstates;Clemson University College of Engineering, Computing and Applied Sciences;15;2020-01-01;unitedstatesofamerica;80163.53298778078;2020;1;4;44;0.35423821561388147;3.896620371752696;8.8;4.3502861957888594
northcarolina;nc;unitedstates;Pratt School of Engineering;1;2020-01-01;unitedstatesofamerica;127661.41419226406;2020;1;10;623;0.8505466489441733;52.989056229221994;56.63636363636363;36.82532217150993
quebec;qc;canada;Desautels Faculty of Management;4;2020-01-01;canada;1505505.2764716432;2020;1;14;144;0.9842076988137437;10.123279187798506;9.6;6.90249562887075
quebec;qc;canada;Université Laval;11;2020-01-01;canada;1505505.2764716432;2020;1;14;144;0.9842076988137437;10.123279187798506;9.6;6.90249562887075
maharashtra;mh;india;Swami Ramanand Teerth Marathwada University;5;2020-01-01;india;306563.1909541172;2020;1;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
karnataka;ka;india;Indian Institute of Science;11;2020-01-01;india;191841.35560540104;2020;1;11;74;0.9042758829582161;6.083310485355272;6.166666666666667;4.384751011660051
maharashtra;mh;india;Dwarkadas Jivanlal Sanghvi College of Engineering;1;2020-01-01;india;306563.1909541172;2020;1;16;95;1.2665058919388263;7.519878733386781;5.588235294117647;4.791539973147751
newjersey;nj;unitedstates;Verizon Wireless;10;2020-01-01;unitedstatesofamerica;19667.40324367006;2020;1;17;814;1.7194697744834848;82.33225861350334;45.22222222222222;43.09131687006968
tamilnadu;tn;india;Nehru Institute of Engineering and Technology;43;2020-01-01;india;130683.69031632628;2020;1;16;406;1.358171718439591;34.46360735540462;23.88235294117647;19.90137733834023
ontario;on;canada;University of Toronto;5;2020-01-01;canada;1077587.553876187;2020;1;27;736;1.9438114263533033;52.98685962207523;26.285714285714285;27.07212844471427
shaanxi;shaanxi;china;Air Force Engineering University China;2;2020-12-25;china;205731.15957931342;2020;12;13;593;1.0625836943299594;48.470163902897376;42.357142857142854;30.629963484790064
hubei;hubei;china;Wuhan University;8;2020-12-15;china;185599.32192758835;2020;12;14;600;1.154034714825703;49.45863063538728;40.0;30.204221783404325
baden-wurttemberg;baden-wurttemberg;germany;ZF Friedrichshafen AG;0;2020-12-14;germany;36123.56009294179;2020;12;11;185;1.04814529162435;17.627898086409523;15.416666666666666;11.364236681566846
beijing;beijing;china;China Asset Management Co. Ltd.;1;2020-12-10;china;16251.925428963288;2020;12;63;4187;6.497505856398147;431.82630191649275;65.421875;167.91522759096364
yogyakarta;yogyakarta;indonesia;Universitas Gadjah Mada;8;2020-12-10;indonesia;3040.9786266081396;2020;12;1;8;0.12468418358650786;0.9974734686920629;4.0;1.7073858840928569
arriyad;arriyad;saudiarabia;King Abdulaziz City for Science and Technology;1;2020-12-07;saudiarabia;377087.1139892674;2020;12;4;74;0.31152079854232717;5.763134773033053;14.8;6.95821852385846
lancashire;lancashire;unitedkingdom;Lancaster Medical School;7;2020-12-07;unitedkingdom;2814.002014614705;2020;12;3;97;0.37770444616253374;12.212443759255256;24.25;12.28004940180593
madrid;madrid;spain;IE Business School;13;2020-12-06;spain;8000.7993162945595;2020;12;4;182;0.4450664638991734;20.250524107412392;36.4;19.03186352377052
guangdong;guangdong;china;Nanfang College of Sun Yet-sen University;6;2020-12-04;china;175489.81778468573;2020;12;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
bulacan;bulacan;philippines;Bulacan State University;9;2020-12-03;philippines;2616.8232941228794;2020;12;3;25;0.38118964075801154;3.176580339650096;6.25;3.2692566601360356
bulacan;bulacan;philippines;Bulacan State University;8;2020-12-03;philippines;2616.8232941228794;2020;12;3;25;0.38118964075801154;3.176580339650096;6.25;3.2692566601360356
bulacan;bulacan;philippines;Bulacan State University;8;2020-12-03;philippines;2616.8232941228794;2020;12;3;25;0.38118964075801154;3.176580339650096;6.25;3.2692566601360356
shandong;shandong;china;First Institute of Oceanography, Ministry of Natural Resources;23;2020-12-02;china;155914.8264022369;2020;12;9;130;0.7526926597472683;10.872227307460543;13.0;8.208306655735937
hessen;hessen;germany;Fraunhofer Institute for Energy Economics and Energy System Technology IEE;3;2020-12-01;germany;21012.469010877172;2020;12;4;68;0.4018921527615941;6.832166596947101;13.6;6.944686249902898
hyogo;hyogo;japan;Konan University;0;2020-12-01;japan;8381.789037346245;2020;12;1;0;0.11069372248837756;0.0;0.0;0.03689790749612585
seoul;seoul;southkorea;Ewha Womans University;2;2020-12-01;southkorea;577.7896951119151;2020;12;13;437;2.04372335754701;68.70054671138796;31.214285714285715;33.98618526107356
xinjiang;xinjiang;china;Xinjiang Institute of Ecology and Geography Chinese Academy of Sciences;2;2020-12-01;china;1630221.7282375696;2020;12;3;113;0.20972821227480629;7.899762662351037;28.25;12.119830291541946
niedersachsen;niedersachsen;germany;Georg-August-Universität Göttingen;0;2020-12-01;germany;47595.54335703318;2020;12;2;28;0.1856921347019042;2.5996898858266593;9.333333333333334;4.039571784620633
tokyo;tokyo;japan;Advanced Institute of Industrial Technology;5;2020-12-01;japan;2183.257105688409;2020;12;12;61;1.5606647857635991;7.933379327631629;4.6923076923076925;4.728783935234307
baden-wurttemberg;baden-wurttemberg;germany;Karlsruher Institut für Technologie;8;2020-12-01;germany;36123.56009294179;2020;12;11;185;1.04814529162435;17.627898086409523;15.416666666666666;11.364236681566846
tehran;tehran;iran;IUMS Health Management and Economics Research Center;29;2020-12-01;iran;14417.313695593963;2020;12;8;136;0.8353996890735302;14.201794714250015;15.11111111111111;10.049435171478217
tehran;tehran;iran;Islamic Azad University;47;2020-12-01;iran;14417.313695593963;2020;12;8;136;0.8353996890735302;14.201794714250015;15.11111111111111;10.049435171478217
dhaka;dhaka;bangladesh;Bangladesh University of Business and Technology;33;2020-12-01;bangladesh;30548.5646266249;2020;12;10;169;0.9683255190365818;16.364701271718232;15.363636363636363;10.898887718130391
jilin;jilin;china;Jilin University;16;2020-12-01;china;191022.3391030987;2020;12;5;125;0.4111791081918886;10.279477704797214;20.833333333333332;10.507996715440811
porto;porto;portugal;Institute for Systems and Computer Engineering, Technology and Science;24;2020-12-01;portugal;2310.3647845936753;2020;12;4;97;0.5164226638614376;12.523249598639865;19.4;10.813224087500435
silesian;silesian;poland;Silesian University of Technology;31;2020-12-01;poland;12248.824556399404;2020;12;2;47;0.21246608882265425;4.992953087332375;15.666666666666666;6.957361947607232
niedersachsen;niedersachsen;germany;Leuphana Universität Lüneburg;28;2020-12-01;germany;47595.54335703318;2020;12;2;28;0.1856921347019042;2.5996898858266593;9.333333333333334;4.039571784620633
kent;kent;unitedkingdom;Certara, United Kingdom;0;2020-12-01;unitedkingdom;3549.823982141749;2020;12;3;66;0.3669753965641589;8.073458724411497;16.5;8.313478040325219
nordrhein-westfalen;nordrhein-westfalen;germany;Hochschule Ruhr West- University of Applied Sciences;5;2020-12-01;germany;34537.8361635312;2020;12;6;162;0.574171489479677;15.502630215951278;23.142857142857142;13.073219616096033
hubei;hubei;china;Huazhong University of Science and Technology;18;2020-12-01;china;185599.32192758835;2020;12;14;600;1.154034714825703;49.45863063538728;40.0;30.204221783404325
hessen;hessen;germany;Justus-Liebig-Universität Gießen;41;2020-12-01;germany;21012.469010877172;2020;12;4;68;0.4018921527615941;6.832166596947101;13.6;6.944686249902898
kerry;kerry;ireland;Sustainable Energy Authority of Ireland;112;2020-12-01;ireland;4798.790770129766;2020;12;1;112;0.11797561944705622;13.213269378070295;56.0;23.110414999172452
gelderland;gelderland;netherlands;"Wageningen University &amp; Research";18;2020-12-01;netherlands;5133.712830224663;2020;12;4;100;0.46817689313669586;11.704422328417396;20.0;10.724199740518031
sichuan;sichuan;china;Business School of Sichuan University;83;2020-12-01;china;484815.9727816655;2020;12;11;538;0.8402381351508038;41.095283337375676;44.833333333333336;28.922951601953272
alborz;alborz;iran;Islamic Azad University, Hashtgerd Branch;18;2020-12-01;iran;4657.924905070901;2020;12;1;18;0.11839167289530109;2.1310501121154197;9.0;3.749813928336907
hunan;hunan;china;Hunan University;13;2020-11-30;china;211351.48961511627;2020;11;11;417;0.897132899701675;34.00949265232713;34.75;23.2188751840096
greateraccra;greateraccra;ghana;Pentecost University College;0;2020-11-27;ghana;3209.5989193988826;2020;11;1;0;0.1238510833809277;0.0;0.0;0.04128369446030924
bayern;bayern;germany;Siemens AG;4;2020-11-27;germany;70023.87103382741;2020;11;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
gauteng;gauteng;southafrica;University of the Witwatersrand, Johannesburg;6;2020-11-25;southafrica;18213.915798629;2020;11;6;254;0.6116210390825483;25.891957321161208;36.285714285714285;20.92976421531935
kocaeli;kocaeli;turkey;Gebze Teknik Üniversitesi;4;2020-11-23;turkey;3989.218719727912;2020;11;2;15;0.24120793095586365;1.8090594821689774;5.0;2.3500891377082804
shanxi;shanxi;china;Shanxi Institute of Energy;122;2020-11-15;china;156093.54659709273;2020;11;1;122;0.08362450570478883;10.202189695984236;61.0;23.761938067229675
cambridgeshire;cambridgeshire;unitedkingdom;University of Cambridge;6;2020-11-13;unitedkingdom;3060.464426569865;2020;11;11;211;1.3704349695557363;26.287434416023668;17.583333333333332;15.080400906304243
shandong;shandong;china;Ocean University of China;0;2020-11-06;china;155914.8264022369;2020;11;9;130;0.7526926597472683;10.872227307460543;13.0;8.208306655735937
jiangsu;jiangsu;china;Southeast University;2;2020-11-06;china;100090.77729351394;2020;11;23;1861;1.9975954479786986;161.63152733427646;77.54166666666667;80.3902631496406
asyut;asyut;egypt;Faculty of Engineering;4;2020-11-02;egypt;2602.1705849631853;2020;11;1;4;0.12715390066292412;0.5086156026516965;2.0;0.8785898344382068
tokyo;tokyo;japan;Chuo University;4;2020-11-01;japan;2183.257105688409;2020;11;12;61;1.5606647857635991;7.933379327631629;4.6923076923076925;4.728783935234307
anhui;anhui;china;University of Science and Technology of China;0;2020-11-01;china;140193.66751959352;2020;11;4;8;0.337530319834612;0.675060639669224;1.6;0.8708636531679455
jiangsu;jiangsu;china;Nanjing University of Science and Technology;2;2020-11-01;china;100090.77729351394;2020;11;23;1861;1.9975954479786986;161.63152733427646;77.54166666666667;80.3902631496406
oxfordshire;oxfordshire;unitedkingdom;University of Oxford;2;2020-11-01;unitedkingdom;2617.0936147012267;2020;11;15;1070;1.905923197941931;135.9558547865244;66.875;68.24559266148879
shaanxi;shaanxi;china;Xi'an Jiaotong University;61;2020-11-01;china;205731.15957931342;2020;11;13;593;1.0625836943299594;48.470163902897376;42.357142857142854;30.629963484790064
shaanxi;shaanxi;china;Xidian University;36;2020-11-01;china;205731.15957931342;2020;11;13;593;1.0625836943299594;48.470163902897376;42.357142857142854;30.629963484790064
guangdong;guangdong;china;Sun Yat-Sen University;12;2020-11-01;china;175489.81778468573;2020;11;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
sfax;sfax;tunisia;Ecole Nationale d'Ingénieurs de Sfax;20;2020-11-01;tunisia;7070.717839457678;2020;11;2;33;0.22563536564660414;3.7229835331689682;11.0;4.982872966271858
mazandaran;mazandaran;iran;Babol Noshirvani University of Technology;67;2020-11-01;iran;24753.2840565924;2020;11;2;90;0.19769187136529395;8.896134211438227;30.0;13.031275360934506
ceredigion;ceredigion;unitedkingdom;Aberystwyth University;7;2020-11-01;unitedkingdom;1869.7474319036353;2020;11;1;7;0.13272997250019913;0.929109807501394;3.5;1.520613260000531
bayern;bayern;germany;Julius-Maximilians-Universität Würzburg;22;2020-11-01;germany;70023.87103382741;2020;11;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
zhejiang;zhejiang;china;Zhejiang University of Technology;6;2020-11-01;china;101337.20568833864;2020;11;16;434;1.388139537786572;37.653284962460766;25.529411764705884;21.523612088317737
hunan;hunan;china;National University of Defense Technology China;50;2020-11-01;china;211351.48961511627;2020;11;11;417;0.897132899701675;34.00949265232713;34.75;23.2188751840096
guangdong;guangdong;china;Sun Yat-Sen University;26;2020-11-01;china;175489.81778468573;2020;11;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
hampshire;hampshire;unitedkingdom;Southampton Business School;33;2020-11-01;unitedkingdom;3642.398660550006;2020;11;2;39;0.24388244592932662;4.755707695621869;13.0;5.999863380517065
sachsen;sachsen;germany;German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig;43;2020-11-01;germany;18166.87804645071;2020;11;3;72;0.3058911462300726;7.341387509521742;18.0;8.549092885250605
guangdong;guangdong;china;The Chinese University of Hong Kong, Shenzhen;111;2020-11-01;china;175489.81778468573;2020;11;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
bremen;bremen;germany;Fraunhofer-Institut für Windenergiesysteme IWES;44;2020-11-01;germany;385.6647920868011;2020;11;1;44;0.16785400582982055;7.385576256512104;22.0;9.851143420780643
cambridgeshire;cambridgeshire;unitedkingdom;Cambridge Judge Business School;25;2020-11-01;unitedkingdom;3060.464426569865;2020;11;11;211;1.3704349695557363;26.287434416023668;17.583333333333332;15.080400906304243
hovedstaden;hovedstaden;denmark;Copenhagen Business School;33;2020-11-01;denmark;2529.7530685779025;2020;11;4;102;0.5104467917252177;13.016393188993051;20.4;11.308946660239423
shaanxi;shaanxi;china;Northwestern Polytechnical University;18;2020-11-01;china;205731.15957931342;2020;11;13;593;1.0625836943299594;48.470163902897376;42.357142857142854;30.629963484790064
guangdong;guangdong;china;China Southern Power Grid;1;2020-10-30;china;175489.81778468573;2020;10;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
hubei;hubei;china;Wuhan University of Technology;51;2020-10-21;china;185599.32192758835;2020;10;14;600;1.154034714825703;49.45863063538728;40.0;30.204221783404325
beijing;beijing;china;Beijing University of Posts and Telecommunications;68;2020-10-21;china;16251.925428963288;2020;10;63;4187;6.497505856398147;431.82630191649275;65.421875;167.91522759096364
selangor;selangor;malaysia;Malaysia University of Science and Technology;0;2020-10-16;malaysia;7729.679785395419;2020;10;5;37;0.5584750097994315;4.1327150725157935;6.166666666666667;3.619285582993964
jiangsu;jiangsu;china;Southeast University;2;2020-10-16;china;100090.77729351394;2020;10;23;1861;1.9975954479786986;161.63152733427646;77.54166666666667;80.3902631496406
izmir;izmir;turkey;Yaşar Üniversitesi;6;2020-10-15;turkey;12897.949247945045;2020;10;3;12;0.31696052158626475;1.267842086345059;3.0;1.5282675359771078
kocaeli;kocaeli;turkey;Gebze Teknik Üniversitesi;11;2020-10-15;turkey;3989.218719727912;2020;10;2;15;0.24120793095586365;1.8090594821689774;5.0;2.3500891377082804
oxfordshire;oxfordshire;unitedkingdom;NIHR Oxford Biomedical Research Centre;9;2020-10-14;unitedkingdom;2617.0936147012267;2020;10;15;1070;1.905923197941931;135.9558547865244;66.875;68.24559266148879
abudhabi;abudhabi;unitedarabemirates;NYU Abu Dhabi;1;2020-10-12;unitedarabemirates;59354.39028096085;2020;10;2;19;0.1819621267990805;1.7286402045912648;6.333333333333333;2.7479785549078932
sichuan;sichuan;china;University of Electronic Science and Technology of China;60;2020-10-07;china;484815.9727816655;2020;10;11;538;0.8402381351508038;41.095283337375676;44.833333333333336;28.922951601953272
tehran;tehran;iran;Shahid Beheshti University;31;2020-10-05;iran;14417.313695593963;2020;10;8;136;0.8353996890735302;14.201794714250015;15.11111111111111;10.049435171478217
sichuan;sichuan;china;Business School of Sichuan University;37;2020-10-02;china;484815.9727816655;2020;10;11;538;0.8402381351508038;41.095283337375676;44.833333333333336;28.922951601953272
beijing;beijing;china;Beijing University of Posts and Telecommunications;1;2020-10-01;china;16251.925428963288;2020;10;63;4187;6.497505856398147;431.82630191649275;65.421875;167.91522759096364
shandong;shandong;china;Shandong University of Finance and Economics;1;2020-10-01;china;155914.8264022369;2020;10;9;130;0.7526926597472683;10.872227307460543;13.0;8.208306655735937
varna;varna;bulgaria;Technical University of Varna;12;2020-10-01;bulgaria;3924.80270574251;2020;10;1;12;0.1208411590624812;1.4500939087497744;6.0;2.5236450226040854
barcelona;barcelona;spain;Centro Nacional de Supercomputación;23;2020-10-01;spain;7753.049916418421;2020;10;6;119;0.6699441409139922;13.287225461460846;17.0;10.319056534124947
oxfordshire;oxfordshire;unitedkingdom;Oxford University Hospitals NHS Foundation Trust;4;2020-10-01;unitedkingdom;2617.0936147012267;2020;10;15;1070;1.905923197941931;135.9558547865244;66.875;68.24559266148879
madrid;madrid;spain;Colegio Universitario de Estudios Financieros;49;2020-10-01;spain;8000.7993162945595;2020;10;4;182;0.4450664638991734;20.250524107412392;36.4;19.03186352377052
nordrhein-westfalen;nordrhein-westfalen;germany;Technische Universität Dortmund;0;2020-10-01;germany;34537.8361635312;2020;10;6;162;0.574171489479677;15.502630215951278;23.142857142857142;13.073219616096033
zhejiang;zhejiang;china;Alibaba Group Holding Limited;44;2020-10-01;china;101337.20568833864;2020;10;16;434;1.388139537786572;37.653284962460766;25.529411764705884;21.523612088317737
liaoning;liaoning;china;Dalian Maritime University;16;2020-10-01;china;146513.72277093065;2020;10;12;320;1.0088373140614533;26.902328374972086;24.615384615384617;17.508850101472717
guangdong;guangdong;china;Sun Yat-Sen University;336;2020-10-01;china;175489.81778468573;2020;10;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
guangdong;guangdong;china;South China University of Technology;13;2020-10-01;china;175489.81778468573;2020;10;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
minsk;minsk;belarus;Belarusian State University;38;2020-10-01;belarus;39458.30635983992;2020;10;1;38;0.09449094006645942;3.590655722525458;19.0;7.561715554197306
ibaraki;ibaraki;japan;University of Tsukuba;28;2020-10-01;japan;6335.893863528007;2020;10;3;149;0.3426948425605328;17.020510513839795;37.25;18.204401785466775
brandenburg;brandenburg;germany;Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V.;81;2020-10-01;germany;30037.69594021871;2020;10;2;193;0.1939818734931643;18.719250792090353;64.33333333333333;27.748855332972283
murcia;murcia;spain;Universidad Politecnica de Cartagena;24;2020-10-01;spain;11309.747714135108;2020;10;2;25;0.2142816885952478;2.6785211074405972;8.333333333333334;3.742045376456393
zhejiang;zhejiang;china;Alibaba Group Holding Limited;35;2020-10-01;china;101337.20568833864;2020;10;16;434;1.388139537786572;37.653284962460766;25.529411764705884;21.523612088317737
guangdong;guangdong;china;Guangdong University of Technology;134;2020-10-01;china;175489.81778468573;2020;10;25;1417;2.0703347366540346;117.34657287355068;54.5;57.9723025367349
vastragotaland;vastragotaland;sweden;RISE Research Institutes of Sweden AB;5;2020-10-01;sweden;29476.739142030045;2020;10;3;218;0.29150579366875423;21.182754339929474;54.5;25.324753377866074
hovedstaden;hovedstaden;denmark;Novo Nordisk Foundation Center for Protein Research;55;2020-10-01;denmark;2529.7530685779025;2020;10;4;102;0.5104467917252177;13.016393188993051;20.4;11.308946660239423
oslo;oslo;norway;TINE SA;0;2020-10-01;norway;783.0183759400284;2020;10;2;288;0.3001005730603054;43.21448252068398;96.0;46.50486103124809
lowersilesian;lowersilesian;poland;Politechnika Wrocławska;17;2020-10-01;poland;19658.496482221082;2020;10;1;17;0.10114991489664386;1.7195485532429458;8.5;3.4402328227131966
devon;devon;unitedkingdom;University of Exeter;15;2020-10-01;unitedkingdom;6587.900143297275;2020;10;3;29;0.34117498579954586;3.2980248627289432;7.25;3.6297332828428295
aichi;aichi;japan;Nagoya University Graduate School of Medicine;38;2020-10-01;japan;4939.565430584321;2020;10;1;38;0.11757464579893541;4.467836540359546;19.0;7.861803728719494
henan;henan;china;Pingdingshan University;71;2020-10-01;china;166146.97192782612;2020;10;4;123;0.3327611486681984;10.2324053215471;24.6;11.721722156738432
hunan;hunan;china;National University of Defense Technology China;136;2020-10-01;china;211351.48961511627;2020;10;11;417;0.897132899701675;34.00949265232713;34.75;23.2188751840096
rheinland-pfalz;rheinland-pfalz;germany;Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau;1;2020-09-28;germany;20096.51561150965;2020;9;1;1;0.10092496229214698;0.10092496229214698;0.5;0.23394997486143132
bayern;bayern;germany;Friedrich-Alexander-Universität Erlangen-Nürnberg;7;2020-09-28;germany;70023.87103382741;2020;9;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
jilin;jilin;china;Northeast Electric Power University;8;2020-09-25;china;191022.3391030987;2020;9;5;125;0.4111791081918886;10.279477704797214;20.833333333333332;10.507996715440811
oxfordshire;oxfordshire;unitedkingdom;University of Oxford;1;2020-09-24;unitedkingdom;2617.0936147012267;2020;9;15;1070;1.905923197941931;135.9558547865244;66.875;68.24559266148879
murcia;murcia;spain;Universidad Politecnica de Cartagena;1;2020-09-23;spain;11309.747714135108;2020;9;2;25;0.2142816885952478;2.6785211074405972;8.333333333333334;3.742045376456393
agusandelnorte;agusandelnorte;philippines;Caraga State University;10;2020-09-23;philippines;2308.118086907094;2020;9;1;10;0.12912187781021506;1.2912187781021507;5.0;2.1401135519707886
nordland;nordland;norway;Nord Universitet;31;2020-09-20;norway;37316.33943970157;2020;9;2;118;0.18998380019812947;11.209044211689639;39.333333333333336;16.910787115073703
alicante;alicante;spain;Universitat d'Alacant;3;2020-09-18;spain;5808.001822000025;2020;9;2;9;0.23075598808307107;1.0384019463738197;3.0;1.4230526448189635
alicante;alicante;spain;Universitat d'Alacant;6;2020-09-18;spain;5808.001822000025;2020;9;2;9;0.23075598808307107;1.0384019463738197;3.0;1.4230526448189635
shaanxi;shaanxi;china;"Northwest A&amp;F University";26;2020-09-15;china;205731.15957931342;2020;9;13;593;1.0625836943299594;48.470163902897376;42.357142857142854;30.629963484790064
sichuan;sichuan;china;Sichuan University;7;2020-09-11;china;484815.9727816655;2020;9;11;538;0.8402381351508038;41.095283337375676;44.833333333333336;28.922951601953272
shandong;shandong;china;Shandong Institute of Commerce and Technology;4;2020-09-11;china;155914.8264022369;2020;9;9;130;0.7526926597472683;10.872227307460543;13.0;8.208306655735937
fujian;fujian;china;Fujian Agriculture and Forestry University;0;2020-09-11;china;120723.6958900323;2020;9;4;34;0.3418432944903553;2.90566800316802;6.8;3.3491704325527913
fujian;fujian;china;Fujian Agriculture and Forestry University;7;2020-09-11;china;120723.6958900323;2020;9;4;34;0.3418432944903553;2.90566800316802;6.8;3.3491704325527913
bayern;bayern;germany;Universität Regensburg;6;2020-09-04;germany;70023.87103382741;2020;9;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
kermanshah;kermanshah;iran;School of Dentistry, Kermanshah University of Medical Sciences;1;2020-09-01;iran;23447.820441320186;2020;9;1;1;0.09937813662341118;0.09937813662341118;0.5;0.23291875774894077
tehran;tehran;iran;Alzahra University;0;2020-09-01;iran;14417.313695593963;2020;9;8;136;0.8353996890735302;14.201794714250015;15.11111111111111;10.049435171478217
yunlin;yunlin;taiwan;National Yunlin University of Science and Technology;2;2020-09-01;taiwan;1272.8960128515687;2020;9;1;2;0.13986336336373933;0.27972672672747867;1.0;0.47319669669707265
uusimaa;uusimaa;finland;Aalto University;6;2020-09-01;finland;9037.14350288175;2020;9;7;134;0.7684531058706873;14.710388026667442;16.75;10.742947044179376
baden-wurttemberg;baden-wurttemberg;germany;Karlsruher Institut für Technologie;7;2020-09-01;germany;36123.56009294179;2020;9;11;185;1.04814529162435;17.627898086409523;15.416666666666666;11.364236681566846
perak;perak;malaysia;Universiti Teknologi PETRONAS;3;2020-09-01;malaysia;20785.22392453163;2020;9;1;3;0.1005829209259471;0.30174876277784135;1.5;0.6341105612345962
nicosia;nicosia;cyprus;University of Nicosia;33;2020-09-01;cyprus;1967.9460500993875;2020;9;3;53;0.3955042411378141;6.9872415934347165;13.25;6.877581944857511
arriyad;arriyad;saudiarabia;Saudi Electronic University;43;2020-09-01;saudiarabia;377087.1139892674;2020;9;4;74;0.31152079854232717;5.763134773033053;14.8;6.95821852385846
sachsen;sachsen;germany;Helmholtz Zentrum für Umweltforschung;16;2020-09-01;germany;18166.87804645071;2020;9;3;72;0.3058911462300726;7.341387509521742;18.0;8.549092885250605
valencia;valencia;spain;Universitat de València;15;2020-09-01;spain;10770.515251031984;2020;9;2;21;0.21540906211067443;2.2617951521620814;7.0;3.1590680714242523
cambridgeshire;cambridgeshire;unitedkingdom;Cambridge Judge Business School;75;2020-09-01;unitedkingdom;3060.464426569865;2020;9;11;211;1.3704349695557363;26.287434416023668;17.583333333333332;15.080400906304243
liaoning;liaoning;china;Shenyang Institute of Automation Chinese Academy of Sciences;49;2020-09-01;china;146513.72277093065;2020;9;12;320;1.0088373140614533;26.902328374972086;24.615384615384617;17.508850101472717
nantou;nantou;taiwan;National Chi Nan University;66;2020-09-01;taiwan;4153.7873646265725;2020;9;1;66;0.12001896496192031;7.92125168748674;33.0;13.68042355081622
arriyad;arriyad;saudiarabia;King Saud bin Abdulaziz University for Health Sciences;16;2020-09-01;saudiarabia;377087.1139892674;2020;9;4;74;0.31152079854232717;5.763134773033053;14.8;6.95821852385846
hovedstaden;hovedstaden;denmark;Københavns Universitet;4;2020-09-01;denmark;2529.7530685779025;2020;9;4;102;0.5104467917252177;13.016393188993051;20.4;11.308946660239423
zhejiang;zhejiang;china;College of Civil Engineering and Architecture Zhejiang University;31;2020-09-01;china;101337.20568833864;2020;9;16;434;1.388139537786572;37.653284962460766;25.529411764705884;21.523612088317737
oxfordshire;oxfordshire;unitedkingdom;Oxford Social Sciences Division;361;2020-09-01;unitedkingdom;2617.0936147012267;2020;9;15;1070;1.905923197941931;135.9558547865244;66.875;68.24559266148879
gelderland;gelderland;netherlands;"Wageningen University &amp; Research";35;2020-09-01;netherlands;5133.712830224663;2020;9;4;100;0.46817689313669586;11.704422328417396;20.0;10.724199740518031
uusimaa;uusimaa;finland;Aalto University;38;2020-09-01;finland;9037.14350288175;2020;9;7;134;0.7684531058706873;14.710388026667442;16.75;10.742947044179376
bayern;bayern;germany;Ludwig-Maximilians-Universität München;42;2020-09-01;germany;70023.87103382741;2020;9;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
jiangsu;jiangsu;china;Xi'an Jiaotong-Liverpool University;6;2020-09-01;china;100090.77729351394;2020;9;23;1861;1.9975954479786986;161.63152733427646;77.54166666666667;80.3902631496406
jiangsu;jiangsu;china;"Nanjing University of Information Science &amp; Technology";163;2020-09-01;china;100090.77729351394;2020;9;23;1861;1.9975954479786986;161.63152733427646;77.54166666666667;80.3902631496406
kyoto;kyoto;japan;Advanced Telecommunications Research Institute International (ATR);6;2020-09-01;japan;4611.015327997707;2020;9;2;6;0.23706737590447324;0.7112021277134197;2.0;0.9827565012059644
bayern;bayern;germany;Technische Universität München;71;2020-09-01;germany;70023.87103382741;2020;9;15;221;1.344494940918044;19.808892129525848;13.8125;11.655295690147964
lima;lima;peru;CENTRUM PUCP Escuela de Negocios;13;2020-09-01;peru;32501.445054035634;2020;9;2;25;0.19251000184756126;2.406375023094516;8.333333333333334;3.644072786091803
hunan;hunan;china;National University of Defense Technology China;75;2020-09-01;china;211351.48961511627;2020;9;11;417;0.897132899701675;34.00949265232713;34.75;23.2188751840096
